id,beskrivelse,kode,kodenr_delete,art,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,kodenr,fiscal_year
148,Ordrelistevisning,faktura,13,OLV,198032,../index/menu.php,"ordrenr,kundeordnr,ordredate,fakturanr,fakturadate,kundeordnr,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,100,150,100,100,100","right,left,left,right,left,left,left,left,left,right","Ordrenr.,Internet,Ordredato,Fakt.nr.,Fakt.dato,Internet,Kontonr.,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"





28722218


",",,,,,,,,on,,",,,,,13,0
578,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,61,0
770,Fragt uden moms, ,,VG,,,15228,15228,,,on,,,,15228,,15228,,18,7
447,Ordrelistevisning,faktura,45,OLV,249884,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"

170592





",",,,,,,,on,,",,,,,45,0
771,Told, ,,VG,,,15227,15227,,,on,,,,15227,,15227,,19,7
585,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,44,0
228,Ordrelistevisning,faktura,21,OLV,"253273,253170,253163",../index/menu.php,"ordrenr,kundeordnr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms",",50,100,100,100,100,150,100,100,100","right,left,left,right,left,left,left,left,left,right","Ordrenr.,Internet,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum",20,ordrenr desc,"





40618102


",",,,,,,,,on,,",,,,,21,0
2,Div_valg,,2,DIV,,,,on,,,on,,,,,,,,2,0
945,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,89,0
777,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,65,0
485,debitorlistevisning,debitor,43,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"51258089






",,,,,43,0
920,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,83,0
902,debitorlistevisning,kommission,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	invoiced,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	Sidste faktura,100,,,,,,,,-1,0
259,Ordrelistevisning,faktura,26,OLV,,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,",",100,100,100,100,150,100,100,100,50","right,left,right,left,left,left,left,left,right,","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum,",100,ordrenr desc,"




26493809



",",,,,,,,on,,,",,,,,26,0
531,debitorlistevisning,debitor,36,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"40504085






",,,,,36,0
831,2024/2025,,,RA,10,2024,09,2025,on,65347,2025-06-11,19:58:37,,,,,,,8,0
780,ordrelistevisning,ordrer,,OLV,,../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"144670





",",,,,,on,,",,,,,70,0
456,Ordrelistevisning,ordrer,48,OLV,"180785,180784,180731,180728,180711,180685,180684,180667,180666,180657,180617,180601,180594,180583,180569,180565,180543,180531,180513,180501,180482,180478,180437,180324,180317,180282,180280,180279,180249,180238,180237,180236,180231,180227,180207,180171,180170,180169,180168,180160,180155,180136,180135,180129,180113,180098,180079,180026,180004,180003,179992,179991,179990,179969,179968,179966,179965,179946,179923,179902,179877,179874,179868,179855,179851,179850,179848,179837,179836,179825,179815,179810,179800,179797,179796,179795,179777,179768,179762,179748,179739,179741,179736,179716,179708,179691,179683,179663,179661,179644,179604,179600,179598,179597,179564,179559,179547,179545,179544",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,48,0
133,Ordrelistevisning,faktura,15,OLV,,../kreditor/kreditorkort.php?id=14570,"ordrenr,betalings_id,ordredate,sum_m_moms,fakturanr,fakturadate",",100,100,100,100,100","right,left,left,right,right,left","Ordrenr.,ha,Ordredato,Fakturasum,Fakt.nr.,Fakt.dato",100,firmanavn,"
ha_16265



",",,,,,,",,,,,15,0
3,Div_valg,,3,DIV,on,3,on,on,;on,,18010,,on,16650,,,	,,3,0
653,Pos valg,,,POS,0,on,192.168.1.62	192.168.0.102	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Nicoline 1	Nicoline 2	Nicoline 3	Nicoline 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Morten 1	Morten 2	Morten 3	Morten 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Kaspar 1	Kaspar 2	Kaspar 3	Kaspar 4	Jack 1	Jack 2	Jack 3	Jack 4	Kasper Å	Kasper Å	Kasper Å	Kasper Å	Nikolaj Tang 1	Nikolaj Tang 2	Nikolaj Tang 3	Nikolaj Tang 4	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,4
797,ordrelistevisning,faktura,,OLV,253673,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"

173122





",",,,,,,,on,,",,,,,73,0
19,Pos valg,,2,POS,0,on,192.168.1.62	192.168.0.102	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Nicoline 1	Nicoline 2	Nicoline 3	Nicoline 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Morten 1	Morten 2	Morten 3	Morten 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Kaspar 1	Kaspar 2	Kaspar 3	Kaspar 4	Jack 1	Jack 2	Jack 3	Jack 4	Kasper Å	Kasper Å	Kasper Å	Kasper Å	Nikolaj Tang 1	Nikolaj Tang 2	Nikolaj Tang 3	Nikolaj Tang 4	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,1
938,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,73,0
574,debitorlistevisning,rental,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn,5	35	10	10	10	10,right	left	left	left	left	left,,50,,,,,,,,40,0
576,debitorlistevisning,historik,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"
Stensager





",,,,,39,0
577,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"

Rugvænget 8




",,,,,57,0
681,Pos valg,,,POS,0,on,192.168.1.62	192.168.0.102	10.12.14.213	box	localhost	localhost,					,													,,Lotte 1	Lotte 2	Lotte 3	Lotte 4	Jens R 1	Jens R 2	Jens R 3	Jens R 4	Tom 1	Tom 2	Tom 3	Tom 4	Leif 1	Leif 2	Leif 3	Leif 4	Jim 1	Jim 2	Jim 3	Jim 4	Jens 1	Jens 2	Jens 3	Jens 4	Flemming 1	Flemming 2	Flemming 3	Flemming 4	Nicoline 1	Nicoline 2	Nicoline 3	Nicoline 4	Jesper 1	Jesper 2	Jesper 3	Jesper 4	Morten 1	Morten 2	Morten 3	Morten 4	John 1	John 2	John 3	John 4	Nikolaj 1	Nikolaj 2	Nikolaj 3	Nikolaj 4	Phillip 1	Phillip 2	Phillip 3	Phillip 4	Claus 1	Claus 2	Claus 3	Claus 4	Andreas B 1	Andreas B 2	Andreas B 3	Andreas B 4	Mads Emil 1	Mads Emil 2	Mads Emil 3	Mads Emil 4	Mads Vibe 1	Mads Vibe 2	Mads Vibe 3	Mads Vibe 4	Michael c 1	Michael c 2	Michael c 3	Michael c 4	Lars 1	Lars 2	Lars 3	Lars 4	Frederik 1	Frederik 2	Frederik 3	Frederik 4	Kaspar 1	Kaspar 2	Kaspar 3	Kaspar 4	Jack 1	Jack 2	Jack 3	Jack 4	Kasper Å	Kasper Å	Kasper Å	Kasper Å	Nikolaj Tang 1	Nikolaj Tang 2	Nikolaj Tang 3	Nikolaj Tang 4	Bord 97	Bord 98	Bord 99	Bord 100,18021	18020	18022	18023	18023	18023,1050	1050	1050	1050	1050	1050,					,,on,					,on,2,5
805,debitorlistevisning,historik,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,69,0
158,2015/16,,2,RA-x,10,2015,09,2016,on,0,2017-10-01,14:33:43,on,,,,,,2,0
453,Ordrelistevisning,faktura,47,OLV,"180006,180005,180002,179998,179996,179994,179989,179987,179986,179985,179982,179981,179971,179972,179970,179964,179963,179962,179961,179960,179959,179956,179955,179952,179951,179949,179948,179944,179942,179941,179940,179939,179938,179935,179934,179933,179932,179928,179927,179926,179925,179924,179921,179919,179918,179917,179916,179915,179914,179913,179912,179911,179910,179909,179907,179906,179904,179903,179900,179899,179897,179894,179893,179891,179888,179887,179886,179885,179884,179882,179879,179878,179876,179875,179873,179871,179870,179867,179866,179865,179864,179863,179862,179861,179860,179859,179858,179857,179856,179854,179852,179853,179849,179847,179846,179844,179843,179842,179841",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,47,0
917,ordrelistevisning,faktura,,OLV,"253675,253673,253671,253668,253667,253666,253665,253664,253662,253661,253657,253655,253653,253652,253651,253648,253647,253646,253645,253641,253640,253639,253637,253636,253634,253633,253630,253628,253627,253626,253625,253620,253619,253618,253617,253615,253614,253613,253612,253611,253610,253608,253606,253605,253604,253603,253602,253601,253598,253597,253596,253593,253592,253591,253590,253587,253586,253585,253583,253582,253581,253580,253579,253577,253576,253574,253572,253571,253570,253569,253568,253567,253566,253565,253564,253563,253562,253561,253560,253559,253558,253557,253556,253555,253554,253552,253553,253550,253544,253542,253541,253540,253534,253533,253532,253530,253529,253528,253525",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,85,0
521,debitorlistevisning,debitor,59,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"71778060






",,,,,59,0
581,2023/2024,,,RA,10,2023,09,2024,on,97308,2025-01-27,16:30:10,,,,,,,7,0
824,debitorlistevisning,debitor,,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"3215






",,,,,75,0
502,Ordrelistevisning,ordrer,55,OLV,"256272,256126,255789,255611,255347,255310,255307,255305,255235,255142,254452,254427,254277,254202,254061,253888,253694,253326,253250,253166,253157,252904,252829,252602,252493,252174,252164,249712,249294,249068,248887,248831,248629,248620,248580,248544,248285,247653,246779,246560,246359,246352,245153,244798,244340,243859,243527,243299,242651",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"




Michael C
",",,,,,on,,",,,,,55,0
247,Ordrelistevisning,faktura,24,OLV,254932,../index/menu.php,"ordrenr,postnr,kundeordnr,ordredate,fakturanr,kontonr,firmanavn,ref,sum_m_moms",",50,100,100,100,150,100,100,100","right,left,left,left,right,left,left,left,left","Ordrenr,Postnr.,Internet,Ordredato,Fakt.nr.,Kontonr.,Kundenavn,Sælger,Fakturasum",100,ordrenr desc,"

89620





",",,,,,,,on,,",,,,,24,0
897,ordrelistevisning,ordrer,,OLV,"256137,256131,256129,256126,256121,256119,256069,256066,256036,256035,256033,256028,256004,255981,255978,255971,255963,255933,255929,255901,255890,255887,255883,255880,255876,255858,255851,255841,255823,255815,255807,255789,255788,255787,255781,255776,255770,255767,255765,255761,255754,255750,255705,255704,255698,255697,255694,255686,255684,255682,255660,255642,255611,255595,255589,255568,255547,255538,255536,255516,255514,255509,255485,255481,255479,255478,255475,255472,255454,255449,255440,255438,255436,255420,255403,255367,255362,255347,255337,255322,255316,255310,255307,255305,255302,255290,255288,255287,255278,255270,255235,255181,255149,255142,255131,255125,255116,255113,255076",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"





",",,,,,on,,",,,,,83,0
558,ordrelistevisning,faktura,65,OLV,253676,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"




51329178


",",,,,,,,on,,",,,,,65,0
926,ordrelistevisning,faktura,,OLV,254770,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,kundeordnr",",100,100,100,100,150,100,100,100,50","right,left,right,left,left,left,left,left,right,left","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum,Internet",100,ordrenr desc,"








89559",",,,,,,,on,,,",,,,,87,0
950,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,51,0
481,api-url,url_for_den_api-server_som_skal_benyttes_til_danske_fragtmænd._skal_starte_med_https://_eller_https://_og_slutte_uden_skråstreg.,-1,OLV,"151939,151938,151936,151935,151928,151926,151922,151919,151918,151917,151916,151914,151911,151910,151909,151908,151906,151905,151904,151902,151901,151900,151892,151891,151886,151885,151884,151883,151882,151881,151879,151878,151876,151875,151874,151872,151870,151869,151868,151867,151866,151865,151864,151863,151862,151859,151857,151854,151853,151851,151850,151845,151844,151843,151842,151841,151840,151836,151833,151832,151831,151828,151826,151825,151824,151823,151822,151821,151819,151814,151810,151809,151807,151805,151803,151802,151801,151800,151799,151796,151785,151783,151782,151781,151778,151776,151775,151772,151771,151770,151768,151764,151767,151761,151760,151759,151756,151755",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Password til Danske Fragtmænds API-løsning.,Danske Fragtmænd aftalenummer,Dit aftalenummer til Danske Fragtmænd, som ofte er virksomhedens telefonnummer.,Genfakt.,Kontonr,Firmanavn,Hub,En kode bestående af to bogstaver angiver den hub, som virksomheden benytter hos Danske Fragtmænd.",100,,"







",",,,,,,,on,,",,,,,-1,0
74,Ordrelistevisning,tilbud,9,OLV,"19,15,3,10,9,16,14",../index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,,"




",",,,,,,",,,,,9,0
88,ordrelistevisning,faktura,6,OLV,"243550,243549,243548,243547,243543,243539,243538,243537,243529,243528,243524,243520,243519,243515,243509,243508,243507,243506,243505,243504,243503,243502,243500,243499,243498,243497,243495,243494,243492,243491,243490,243489,243487,243486,243485,243484,243483,243482,243481,243480,243479,243478,243477,243476,243475,243474,243473,243472,243471,243470,243469,243468,243467,243466,243465,243464,243463,243461,243460,243456,243455,243454,243452,243451,243450,243448,243447,243446,243445,243444,243442,243441,243437,243435,243432,243431,243429,243428,243427,243426,243425,243422,243420,243419,243417,243416,243413,243411,243410,243409,243408,243407,243406,243405,243401,243399,243398,243396,243395",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,kontonr,firmanavn,ref,afd,felt_1,felt_2,kundeordnr,felt_4,sum_m_moms",",100,100,100,150,100,100,20,50,50,50,50,100","right,left,right,left,left,left,left,right,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Kontonr.,Firmanavn,Sælger,Afd,Betalt,Beløb,Internet,Beløb,Fakturasum",100,ordrenr desc,"











",",,,,,,on,,,,,,,",,,,,6,0
102,ordrelistevisning,ordrer,11,OLV,"255750,255475,255403,255290,254348,253339,253199,253123,252599,252506,252314,251859,251501,251183,250848,250184,249570,249411,249324,249035,248138,248136,248135,248134,248133,248070,247724,247599,247104,247068,246916,246914,246913,246261,244367,243994,243989,243987,243576,243574,243555,243531,242914,242857,242778,242035,241742,241740,240768,240767,240669,240655,240484,240329,240328,240318,240154,240153,239611,239609,239524,239276,238745,238510,238349,238324,237068,237004,236789,235927,234416,234214,231040,231032,231018",../index/menu.php,"ordrenr,ref,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",0,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,ref,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"





Jens Barfod
",",,,,,,on,,",,,,,11,0
808,ordrelistevisning,faktura,,OLV,254854,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"

173927





",",,,,,,,on,,",,,,,74,0
225,ordrelistevisning,ordrer,21,OLV,"256272,256270,256267,256262,256260,256259,256254,256223,256220,256218,256217,256216,256196,256191,256186,256131,256129,256126,256121",../index/menu.php,"ordrenr,kundeordnr,ordredate,levdate,kontonr,firmanavn,ref,sum",",50,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,Internet,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",20,ordrenr desc,"






",",,,,,,on,,",,,,,21,0
127,Ordrelistevisning,ordrer,14,OLV,"256320,249712,238164,236148,232544,231701",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"


53716266


",",,,,,on,,",,,,,14,0
104,Ordrelistevisning,tilbud,11,OLV,"149,203,204,265,283,365,386,429,521",/index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr,"




",",,,,,,",,,,,11,0
91,Ordrelistevisning,tilbud,3,OLV,"521,537,429,386,365,283,265,204,203,149",../index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr desc,"




",",,,,,,",,,,,3,0
105,debitorlistevisning,debitor,11,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig	email	firmanavn,5	35	10	10	10	10	10	10	10	5	0,right	left	left	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	Sælger	firmanavn	firmanavn,100,										,kontonr,"

borups Alle






",,,,,11,0
108,Ordrelistevisning,tilbud,4,OLV,"62,64,74,75,85,86,104,110,113,118,119,141,149,187,203,204",../index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr,"




",",,,,,,",,,,,4,0
92,debitorlistevisning,debitor,3,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,kontonr,"40980611






",,,,,3,0
345,Ordrelistevisning,faktura,36,OLV,233388,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,kundeordnr,kontonr,firmanavn,ref,sum",",100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Internet,Kontonr.,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"




42263041


",",,,,,,,on,,",,,,,36,0
98,debitorlistevisning,historik,3,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"

Krusemyntestien 4




",,,,,3,0
122,debitorlistevisning,historik,11,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"
il gabbiano





",,,,,11,0
146,debitorlistevisning,debitor,12,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,addr1,"26819990






",,,,,12,0
258,kreditorlistevisning,kreditor,5,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,5,0
