id,beskrivelse,kode,kodenr_delete,art,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,kodenr,fiscal_year
303,kreditorlistevisning,kreditor,1,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",on,,,,1,0
304,Bankimport,3,29,KASKL,25320,7,dato,,beskrivelse,,belob,,,,0,,,,29,0
325,kreditorlistevisning,kreditor,13,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"65276







",,,,,13,0
320,kreditorlistevisning,kreditor,12,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"22679666







",,,,,12,0
306,2019/2020,,3,RA,10,2019,09,2020,on,95862,2023-11-13,16:48:05,on,,,,,,3,0
356,Ordrelistevisning,faktura,35,OLV,,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,S&aelig;lger,Fakturasum",100,ordrenr desc,"




28193400


",",,,,,,,on,,",,,,,35,0
311,debitorlistevisning,debitor,24,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,kontonr,"42677768






",,,,,24,0
330,kreditorlistevisning,kreditor,14,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,14,0
347,Bankimport,3,-1,KASKL,25320,7,dato,,beskrivelse,,belob,,,,0,,,,-1,0
316,ordrelistevisning,faktura,32,OLV,166444,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum",",100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"




23883600


",",,,,,,,on,,",,,,,32,0
874,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"
Zhejiang Jiayuan Home Co., LTD






",,,,,69,0
85,ordrelistevisning,ordrer,4,OLV,,../index/menu.php,"ordrenr,kundeordnr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",0,100,100,100,150,100,100","right,left,left,left,left,left,left,right","Ordrenr.,Internet,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"



22332883


",",,,,,,on,,",,,,,4,0
362,debitorlistevisning,debitor,32,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"24238478






",,,,,32,0
42,Renter og gebyrer, ,10,VG,,,9100,9100,,,on,,,,,,,,10,1
363,debitorlistevisning,historik,32,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"

dortheavej 64




",,,,,32,0
370,debitorlistevisning,debitor,34,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"






",,,,,34,0
371,kreditorlistevisning,kreditor,30,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse	Postnr	By	Kontakt	Telefon	Sælger,100,								,firmanavn,"







",on,,,,30,0
409,kreditorlistevisning,kreditor,32,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,32,0
386,debitorlistevisning,historik,37,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,,,,,,37,0
388,kreditorlistevisning,kreditor,3,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"
andersen






",,,,,3,0
392,debitorlistevisning,debitor,23,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,kontonr,"48483636






",,,,,23,0
398,kreditorlistevisning,kreditor,40,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,40,0
397,debitorlistevisning,debitor,40,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,addr1,"
stine





",,,,,40,0
351,kreditorlistevisning,kreditor,9,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",on,,,,9,0
369,debitorlistevisning,debitor,37,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"41870526






",,,,,37,0
389,kreditorlistevisning,kreditor,11,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"26309526







",,,,,11,0
402,kreditorlistevisning,kreditor,39,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,39,0
410,debitorlistevisning,debitor,35,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,35,0
411,kreditorlistevisning,kreditor,35,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,35,0
413,debitorlistevisning,debitor,41,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"81333315






",,,,,41,0
416,kreditorlistevisning,kreditor,41,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,41,0
425,debitorlistevisning,historik,41,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,41,0
426,debitorlistevisning,debitor,20,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"72131569






",,,,,20,0
941,kreditorlistevisning,kreditor,,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,38,0
443,Bankimport,3,44,KASKL,25320,7,dato,,beskrivelse,,belob,,,,0,,,,44,0
430,Ordrelistevisning,ordrer,30,OLV,"208153,208152,208149,208137,208125,208124,208115,208111,208104,208101,208099,208094,208088,208087,208067,208051,208031,208008,208005,207997,207986,207985,207982,207981,207975,207958,207942,207887,207879,207878,207877,207875,207871,207866,207830,207809,207797,207796,207793,207754,207721,207719,207716,207700,207689,207668,207623,207622,207620,207602,207599,207596,207590,207582,207551,207467,207464,207435,207433,207418,207389,207361,207339,207274,207266,207263,207222,207208,207184,207180,207168,207156,207144,207134,207119,207118,207107,207050,207045,207032,207008,207002,206991,206967,206950,206911,206882,206860,206840,206821,206810,206794,206793,206748,206746,206714,206710,206703,206688,206670,206640,206617,206564,206562,206519,206518,206517,206516,206511,206510,206500,206496,206453,206443",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr desc,"
01092023:D




",",,,,,on,,",,,,,30,0
428,debitorlistevisning,historik,40,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"

jens




",,,,,40,0
440,debitorlistevisning,debitor,45,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,firmanavn desc,"
*uplacerbar*





",,,,,45,0
445,kreditorlistevisning,kreditor,44,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,44,0
418,20/21 ,,4,RA,10,2020,09,2021,on,103096,2023-11-18,08:48:44,on,,,,,,4,0
166,Ordrelistevisning,faktura,14,OLV,"255900,255899,255898,255897,255896,255895,255894,255893,255892,255891,255888,255886,255885,255881,255879,255875,255874,255871,255867,255864,255863,255862,255860,255857,255856,255855,255854,255852,255849,255848,255845,255844,255843,255842,255840,255839,255838,255836,255835,255834,255832,255830,255828,255827,255826,255825,255824,255822,255821,255820,255819,255818,255817,255816,255814,255813,255812,255811,255810,255809,255808,255805,255804,255801,255800,255798,255796,255795,255794,255793,255792,255791,255785,255784,255783,255782,255780,255779,255778,255777,255774,255773,255772,255771,255768,255764,255763,255762,255758,255757,255756,255755,255753,255752,255751,255749,255748,255747,255746",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,kundeordnr,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordrenr.,Ordredato,Fakt.nr.,Fakt.dato,Internet,Kontonr.,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,14,0
454,kreditorlistevisning,kreditor,4,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig	email	,5	35	10	10	10	10	10	10	10	10	0,right	left	left	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse	Postnr	By	Kontakt	Telefon	Sælger	email	,100,										,,"
futten








",,,,,4,0
817,ordrelistevisning,faktura,,OLV,256089,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,kundeordnr",",100,100,100,100,150,100,100,100,50","right,left,right,left,left,left,left,left,right,left","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum,Internet",100,ordrenr desc,"




26202115



",",,,,,,,on,,,",,,,,75,0
475,kreditorlistevisning,kreditor,47,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,47,0
946,order_list_view,orders,,OLV,"255547,255538,255536,255531,255516,255514,255509,255488,255485,255484,255481,255479,255478,255475,255472,255454,255449,255440,255438,255436,255420,255403,255367,255362,255347,255337,255336,255322,255316,255310,255307,255305,255302,255290,255288,255287,255278,255270,255235,255181,255149,255142,255131,255125,255116,255113,255076,255075,255073,255054,255052,255049,255042,254994,254983,254927,254915,254906,254891,254876,254873,254853,254834,254784,254776,254765,254764,254759,254758,254743,254737,254730,254714,254708,254693,254678,254654,254647,254636,254630,254628,254624,254618,254525,254519,254511,254502,254499,254495,254492,254486,254481,254476,254469,254468,254452,254450,254427,254425",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre nr..,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,,"





",",,,,,on,,",,,,,86,0
368,ordrelistevisning,faktura,37,OLV,254743,../index/menu.php,"ordrenr,betalings_id,kundeordnr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum_m_moms",",50,50,100,100,100,100,150,100,100,100","right,left,left,left,right,left,left,left,left,left,right","Ordrenr.,ha_,Internet,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,Fakturasum",20,ordrenr desc,"



174824





",",,,,,,,,,on,,",,,,,37,0
479,debitorlistevisning,historik,45,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"61241300






",,,,,45,0
486,debitorlistevisning,debitor,48,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,48,0
487,kreditorlistevisning,kreditor,48,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,48,0
494,debitorlistevisning,debitor,54,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"

Gamle Landevej




",,,,,54,0
480,21/22,,5,RA,10,2021,09,2022,on,91431,2023-12-20,14:58:19,on,,,,,,5,0
86,ordrelistevisning,faktura,4,OLV,255875,../index/menu.php,"ordrenr,cvrnr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,kundeordnr",",100,100,100,100,100,150,100,100,50","right,left,left,right,left,left,left,left,left,left","Ordrenr.,CVR,Ordredato,Fakt.nr.,Fakt.dato,Genfakt.,Kontonr.,Firmanavn,Sælger,internet",100,ordrenr desc,"





60860349


",",,,,,,,,on,,",,,,,4,0
522,debitorlistevisning,historik,59,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,59,0
523,kreditorlistevisning,kreditor,22,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,22,0
483,debitorlistevisning,debitor,51,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,51,0
513,debitorlistevisning,debitor,55,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"20667273






",,,,,55,0
518,ordrelistevisning,faktura,59,OLV,234793,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum",",100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",30,ordrenr desc,"

160812





",",,,,,,,on,,",,,,,59,0
778,ordrelistevisning,faktura,,OLV,254801,../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum,kundeordnr,postnr",",100,100,100,100,100,100,100,100,100,50","right,left,right,left,left,left,left,left,right,left,left","Ordre,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum,Internet,postnummer",100,ordrenr desc,"




51489473




",",,,,,,,on,,,,",,,,,69,0
51,Ordrelistevisning,tilbud,2,OLV,"149,203,204,265,283,365,386,429,521,586,565,609,617,621",../index/menu.php,"ordrenr,ordredate,kontonr,firmanavn,ref,sum","50,100,100,150,100,100","right,left,left,left,left,right","Tilbudsnr.,Tilbudsdato,Kontonr.,Firmanavn,S&aelig;lger,Tilbudssum",100,ordrenr,"




",",,,,,,",,,,,2,0
524,debitorlistevisning,historik,30,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"
warholm





",,,,,30,0
420,Ordrelistevisning,ordrer,,OLV,"118687,118686,118683,118682,118675,118674,118664,118661,118654,118650,118626,118623,118620,118619,118610,118603,118590,118587,118573,118522,118505,118503,118499,118494,118476,118445,118428,118416,118407,118397,118362,118345,118327,118324,118317,118312,118295,118268,118261,118256,118237,118226,118217,118183,118176,118161,118159,118148,118126,118124,118104,118085,118082,118081,118060,118055,118052,118050,118036,118029,118002,117998,117995,117981,117974,117955,117940,117932,117928,117901,117850,117821,117818,117800,117799,117798,117797,117796,117795,117790,117789,117788,117784,117780,117775,117751,117737,117732,117696,117691,117673,117669,117635,117625,117609,117606,117594,117585",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,,"





",",,,,,on,,",,,,,0,0
534,kreditorlistevisning,kreditor,59,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	S&aelig;lger,100,,,"







",,,,,59,0
538,kreditorlistevisning,kreditor,36,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"







",,,,,36,0
815,ordrelistevisning,ordrer,,OLV,"255981,255858,255660,255516,255514,255509,255181,254915,254906,254759,254647,254630,254624,253965,253959,253797,253173,253039,252723,252718,252569,252537,252516,252381,251911,251877,251871,251865,251767,251488,251408,251319,251192,250927,250339,250249,250211,250144,250087,250052,250028,250027,249972,249716,249670,249642,249325,249315,249267,249246,249244,249146,249086,249047,248446,248390,248228,248181,248176,248172,248171,248168,247922,247812,247805,247799,247755,247735,247656,247655,247614,247566,247499,247498,247497,247496,247449,246793,246643,246526,246504,246431,246394,246324,246316,246295,246131,246129,246117,246116,246050,246005,246002,246001,245518,245492,245489,245480,245472,245169,245167,245166,245126,245077,245030,245012,244966,244582,244581,244413,244295,244020,243651,243650,243458,243457,243315,243310,243273,243270,243233,243203,243113,243112,243080,243031,243012,242979,242644,242608,242605,242558,242522,242492,242486,242485,242473,242460,242377,242320,242307,242304,242232,242230,242197,242196,242180,242085,242083,242082,241979,241949,241938,241874,241872,241870,241847,241845,241765,241749,241607,241585,241583,241532,241380,241332,241329,241052,240738,240737,240736,240734,240732,240628,240604,240590,240474,239931,239573,235810,235686,235685,235646,235559,235558,235536,235523,235505,235466,235453,235367,235315,235276,234977,234905,234900,234899,234783,234759,234746,234745,234740,234567,234566,234478,234468,234460,234411,234345,234267,234226,234176,234138,233925,233801,233602,233601,233540,232168,232141,232118,232114,232039,232038,232037,231929,231926,231872,231867,231853,231644,231633,231588,231501,231476,231456,231317,231227,231171,231083,230781,230731,230727,230602,230579,230524,230193,230192,230191,230160,230000,229964,229761,229355,229181,229131,229128,228834,228801,228756,228699,228512,228113,227906,227877,227750,227503,227245,226941,226554,226541,226413,226295,226259,226091,226042,225948,225837,225835,225834,225833,225674,225308,225299,225298,225291",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum_m_moms",",100,100,100,150,100,100","right,left,left,left,left,left,right","Ordre,Ordredato,Levdato,Kontonr.,Firmanavn,Sælger,Ordresum",100,ordrenr desc,"




Deniz H
",",,,,,on,,",,,,,75,0
493,ordrelistevisning,ordrer,54,OLV,"208051,252888",../index/menu.php,"ordrenr,ordredate,levdate,kontonr,firmanavn,ref,sum","50,100,100,100,150,100,100","right,left,left,left,left,left,right","Ordrenr.,Ordredato,Levdato,Kontonr.,Firmanavn,S&aelig;lger,Ordresum",100,ordrenr,"




Internet
",",,,,,on,,",,,,,54,0
931,ordrelistevisning,faktura,,OLV,"254380,254378,254377,254376,254375,254373,254371,254372,254369,254368,254367,254366,254365,254364,254363,254362,254359,254358,254357,254356,254355,254353,254351,254345,254343,254342,254340,254338,254335,254334,254332,254330,254329,254327,254326,254325,254324,254323,254322,254320,254319,254318,254317,254315,254314,254313,254312,254311,254310,254309,254308,254304,254303,254302,254300,254299,254298,254297,254296,254294,254292,254291,254290,254289,254287,254286,254284,254281,254280,254275,254274,254272,254271,254270,254269,254264,254263,254262,254261,254259,254258,254257,254256,254255,254253,254248,254247,254246,254244,254243,254241,254240,254238,254236,254235,254233,254231,254230,254229",../index/menu.php,"ordrenr,ordredate,fakturanr,fakturadate,nextfakt,kontonr,firmanavn,ref,sum","50,100,100,100,100,150,100,100,100","right,left,right,left,left,left,left,left,right","Ordre nr.,Ordredato,Fakt.nr.,Fakt.dato.,Genfakt.,Kontonr,Firmanavn,Sælger,Fakturasum",100,ordrenr desc,"







",",,,,,,,on,,",,,,,88,0
546,debitorlistevisning,debitor,63,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,63,0
557,kreditorlistevisning,kreditor,43,KLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	kontoansvarlig,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,"21245050







",,,,,43,0
516,debitorlistevisning,historik,21,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf,5	35	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon,100,,,,,,,,21,0
539,debitorlistevisning,historik,4,DLV,,,kontonr	firmanavn	addr1	addr2	postnr	bynavn	kontakt	tlf	email,5	35	10	10	10	10	10	10	10,right	left	left	left	left	left	left	left	left,Kontonr	Firmanavn	Adresse	Adresse 2	Postnr	By	Kontakt	Telefon	email,100,								,,"
conny






",,,,,4,0
